fault_id,family,family_label,bucket,kind,expected_layer,first_layer,intercepted,target_field,description,detail
F3-fuzz-unknown_field-000,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.injected_473,out-of-catalog unknown_field on handoff,handoff: Additional properties are not allowed ('injected_473' was unexpected)
F3-fuzz-delete_field-001,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approval_reason,out-of-catalog delete_field on approval,approval: 'approval_reason' is a required property
F3-fuzz-cross_splice-002,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approved_at,out-of-catalog cross_splice on approval,"approval: [{'client_order_id': 'ls-e1tpl-0001-btc-usd', 'adapter_mode': 'dry_run', 'account_mode': 'paper', 'symbol': 'BTC-USD', 'side': 'buy', 'order_type': 'limit', 'quantity': 0.00915328, 'time_in_force': 'day', 'limit_price': 109250.5, "
F3-fuzz-boundary_numeric-003,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.max_quantity,out-of-catalog boundary_numeric on approval,approval: 'NaN' is not of type 'number'
F3-fuzz-delete_field-004,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.adapter,out-of-catalog delete_field on handoff,handoff: 'adapter' is a required property
F3-fuzz-free_text_tamper-005,F3,approval bypass & replay,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on handoff,passed all five layers and the sealed final gate
F3-fuzz-delete_field-006,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.manual_approval_required,out-of-catalog delete_field on handoff,handoff: 'manual_approval_required' is a required property
F3-fuzz-unknown_field-007,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_129,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_129' was unexpected)
F3-fuzz-unknown_field-008,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_276,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_276' was unexpected)
F3-fuzz-free_text_tamper-009,F3,approval bypass & replay,fuzz,static,,escape,False,capability.adapter_name,out-of-catalog free_text_tamper on handoff,passed all five layers and the sealed final gate
F3-fuzz-boundary_numeric-010,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.max_quantity,out-of-catalog boundary_numeric on approval,approval: -0.0 is less than or equal to the minimum of 0
F3-fuzz-nesting_abuse-011,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.orders,out-of-catalog nesting_abuse on handoff,"handoff: [{'depth': [[{'client_order_id': 'ls-e1tpl-0001-btc-usd', 'adapter_mode': 'dry_run', 'account_mode': 'paper', 'symbol': 'BTC-USD', 'side': 'buy', 'order_type': 'limit', 'quantity': 0.00915328, 'time_in_force': 'day', 'limit_price':"
F3-fuzz-retype_field-012,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.paper_only,out-of-catalog retype_field on handoff,handoff: 12345 is not of type 'boolean'
F3-fuzz-free_text_tamper-013,F3,approval bypass & replay,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog free_text_tamper on handoff,passed all five layers and the sealed final gate
F3-fuzz-free_text_tamper-014,F3,approval bypass & replay,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on handoff,passed all five layers and the sealed final gate
F3-fuzz-retype_field-015,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.adapter_mode,out-of-catalog retype_field on handoff,handoff: True is not of type 'string'
F3-fuzz-retype_field-016,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approved_at,out-of-catalog retype_field on approval,approval: None is not of type 'string'
F3-fuzz-delete_field-017,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approval_status,out-of-catalog delete_field on approval,approval: 'approval_status' is a required property
F3-fuzz-boundary_numeric-018,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.max_quantity,out-of-catalog boundary_numeric on approval,approval: 'NaN' is not of type 'number'
F3-fuzz-cross_splice-019,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.orders,out-of-catalog cross_splice on handoff,handoff: 'sha256:13ab8e78ced3b10674d9707a6a364902c78f55a4a8c91d289af0e2e207cc1074' is not of type 'array'
F3-fuzz-boundary_numeric-020,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.orders,out-of-catalog boundary_numeric on handoff,handoff: -1 is not of type 'array'
F3-fuzz-boundary_numeric-021,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.adapter_mode,out-of-catalog boundary_numeric on handoff,"handoff: 'Infinity' is not one of ['offline_export', 'dry_run', 'paper_sandbox', 'live_human_approved']"
F3-fuzz-cross_splice-022,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.account_mode,out-of-catalog cross_splice on handoff,"handoff: 'e1-operator' is not one of ['none', 'paper', 'live']"
F3-fuzz-cross_splice-023,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.allowed_symbols,out-of-catalog cross_splice on approval,approval: False is not of type 'array'
F3-fuzz-cross_splice-024,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.adapter_mode,out-of-catalog cross_splice on handoff,"handoff: 'e1-operator' is not one of ['offline_export', 'dry_run', 'paper_sandbox', 'live_human_approved']"
F3-fuzz-cross_splice-025,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.paper_only,out-of-catalog cross_splice on handoff,handoff: ['limit'] is not of type 'boolean'
F3-fuzz-unknown_field-026,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_273,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_273' was unexpected)
F3-fuzz-cross_splice-027,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approved_by,out-of-catalog cross_splice on approval,approval: True is not of type 'string'
F3-fuzz-retype_field-028,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approval_id,out-of-catalog retype_field on approval,approval: None is not of type 'string'
F3-fuzz-retype_field-029,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.adapter_mode,out-of-catalog retype_field on handoff,"handoff: ['as', 'list'] is not of type 'string'"
F3-fuzz-free_text_tamper-030,F3,approval bypass & replay,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on approval,passed all five layers and the sealed final gate
F3-fuzz-delete_field-031,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approval_id,out-of-catalog delete_field on approval,approval: 'approval_id' is a required property
F3-fuzz-retype_field-032,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.paper_only,out-of-catalog retype_field on handoff,handoff: None is not of type 'boolean'
F3-fuzz-unknown_field-033,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.injected_325,out-of-catalog unknown_field on handoff,handoff: Additional properties are not allowed ('injected_325' was unexpected)
F3-fuzz-unknown_field-034,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_122,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_122' was unexpected)
F3-fuzz-unknown_field-035,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_158,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_158' was unexpected)
F3-fuzz-retype_field-036,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.orders,out-of-catalog retype_field on handoff,handoff: True is not of type 'array'
F3-fuzz-cross_splice-037,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.approved_by,out-of-catalog cross_splice on approval,"approval: [{'client_order_id': 'ls-e1tpl-0001-btc-usd', 'adapter_mode': 'dry_run', 'account_mode': 'paper', 'symbol': 'BTC-USD', 'side': 'buy', 'order_type': 'limit', 'quantity': 0.00915328, 'time_in_force': 'day', 'limit_price': 109250.5, "
F3-fuzz-boundary_numeric-038,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.max_quantity,out-of-catalog boundary_numeric on approval,approval: 'NaN' is not of type 'number'
F3-fuzz-free_text_tamper-039,F3,approval bypass & replay,fuzz,static,,escape,False,capability.adapter_name,out-of-catalog free_text_tamper on handoff,passed all five layers and the sealed final gate
F3-fuzz-unknown_field-040,F3,approval bypass & replay,fuzz,static,,schema_validation,True,approval.injected_832,out-of-catalog unknown_field on approval,approval: Additional properties are not allowed ('injected_832' was unexpected)
F3-fuzz-retype_field-041,F3,approval bypass & replay,fuzz,static,,schema_validation,True,handoff.kill_switch,out-of-catalog retype_field on handoff,handoff: 'string-instead' is not of type 'boolean'
F4-response-unknown-client-order-id,F4,response mismatch,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,response.responses[0].client_order_id,response row references an unknown client_order_id,handoff_artifact.orders[0].client_order_id ls-e1tpl-0001-btc-usd is missing from response_artifact.responses
F4-response-submitted-quantity-mismatch,F4,response mismatch,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,response.responses[0].submitted_quantity,response submitted_quantity disagrees with the reviewed handoff quantity,response_artifact.responses[0].submitted_quantity 5.00915328 does not match handoff_artifact.orders quantity 0.00915328 for client_order_id ls-e1tpl-0001-btc-usd
F4-response-fill-exceeds-submitted,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.responses[0].fill_quantity,fill_quantity exceeds submitted_quantity,response: responses[0].fill_quantity cannot exceed submitted_quantity
F4-response-dropped-order,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.responses,a reviewed order has no response row and counts are stale,response: reconciliation.response_count must be 2; got 3
F4-response-dropped-order-recounted,F4,response mismatch,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,response.responses,dropped order with reconciliation.response_count decremented (linkage catch),handoff_artifact.orders[2].client_order_id ls-e1tpl-0003-gspc is missing from response_artifact.responses
F4-response-filled-count-inflated,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.reconciliation.filled_count,reconciliation.filled_count disagrees with the response rows,response: reconciliation.filled_count must be 3; got 6
F4-response-fill-ratio-faked,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.reconciliation.fill_ratio_mean,reconciliation.fill_ratio_mean does not recompute from rows,response: reconciliation.fill_ratio_mean must be 1.0; got 0.5
F4-response-missing-count-faked,F4,response mismatch,directed,static,single_artifact_validator,cross_artifact_preflight,True,response.reconciliation.missing_response_count,reconciliation.missing_response_count understates a dropped order,response_artifact.reconciliation.missing_response_count 5 does not match handoff/response linkage count 0
F4-response-account-mode-mismatch,F4,response mismatch,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].account_mode,a response row account_mode disagrees with the artifact,response: 'live' should not be valid under {'const': 'live'}
F4-response-rejected-with-fill,F4,response mismatch,directed,static,single_artifact_validator,schema_validation,True,response.responses[0],response status invariant violated (rejected-with-fill),response: 0.00915328 is greater than the maximum of 0
F4-response-filled-without-price,F4,response mismatch,directed,static,single_artifact_validator,schema_validation,True,response.responses[0],response status invariant violated (filled-without-price),response: None is not of type 'number'
F4-response-filled-qty-not-equal,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.responses[0],response status invariant violated (filled-qty-not-equal),response: responses[0].filled fill_quantity must equal submitted_quantity
F4-response-accepted-with-fill,F4,response mismatch,directed,static,single_artifact_validator,schema_validation,True,response.responses[0],response status invariant violated (accepted-with-fill),response: 0.00915328 is greater than the maximum of 0
F4-response-unknown-without-reason,F4,response mismatch,directed,static,single_artifact_validator,schema_validation,True,response.responses[0],response status invariant violated (unknown-without-reason),response: None is not of type 'string'
F4-response-negative-fees,F4,response mismatch,directed,static,schema_validation,schema_validation,True,response.responses[0],response status invariant violated (negative-fees),response: -1.0 is less than the minimum of 0
F4-response-broker-before-submit,F4,response mismatch,directed,static,single_artifact_validator,single_artifact_validator,True,response.responses[0],response status invariant violated (broker-before-submit),response: responses[0].broker_timestamp must be at or after submitted_at
F4-fuzz-retype_field-000,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog retype_field on response,response: 'string-instead' is not of type 'boolean'
F4-fuzz-free_text_tamper-001,F4,response mismatch,fuzz,static,,escape,False,bundle.safety_note,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F4-fuzz-cross_splice-002,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog cross_splice on response,response: 'approved' is not of type 'boolean'
F4-fuzz-free_text_tamper-003,F4,response mismatch,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F4-fuzz-boundary_numeric-004,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog boundary_numeric on response,response: -1 is not of type 'boolean'
F4-fuzz-boundary_numeric-005,F4,response mismatch,fuzz,static,,schema_validation,True,response.request_artifact_hash,out-of-catalog boundary_numeric on response,response: -0.0 is not of type 'string'
F4-fuzz-nesting_abuse-006,F4,response mismatch,fuzz,static,,schema_validation,True,response.reconciliation,out-of-catalog nesting_abuse on response,"response: [[{'depth': [{'accepted_count': 0, 'canceled_count': 0, 'expired_count': 0, 'fill_ratio_mean': 1.0, 'filled_count': 3, 'missing_response_count': 0, 'partial_fill_count': 0, 'rejected_count': 0, 'response_count': 3, 'unknown_count'"
F4-fuzz-nesting_abuse-007,F4,response mismatch,fuzz,static,,schema_validation,True,response.reconciliation,out-of-catalog nesting_abuse on response,"response: [[{'depth': [{'accepted_count': 0, 'canceled_count': 0, 'expired_count': 0, 'fill_ratio_mean': 1.0, 'filled_count': 3, 'missing_response_count': 0, 'partial_fill_count': 0, 'rejected_count': 0, 'response_count': 3, 'unknown_count'"
F4-fuzz-retype_field-008,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog retype_field on response,response: {'as': 'object'} is not of type 'boolean'
F4-fuzz-unknown_field-009,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_695,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_695' was unexpected)
F4-fuzz-boundary_numeric-010,F4,response mismatch,fuzz,static,,schema_validation,True,response.request_artifact_hash,out-of-catalog boundary_numeric on response,response: 'Infinity' does not match '^sha256:[0-9a-f]{64}$'
F4-fuzz-nesting_abuse-011,F4,response mismatch,fuzz,static,,schema_validation,True,response.responses,out-of-catalog nesting_abuse on response,"response: [{'depth': [[{'accepted_quantity': 0.00915328, 'account_mode': 'paper', 'broker_order_id': 'simfill-a589c801e0f269ae', 'broker_timestamp': '2026-07-02T09:06:00Z', 'client_order_id': 'ls-e1tpl-0001-btc-usd', 'fees': 0.0, 'fill_pric"
F4-fuzz-unknown_field-012,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_675,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_675' was unexpected)
F4-fuzz-unknown_field-013,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_875,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_875' was unexpected)
F4-fuzz-nesting_abuse-014,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter,out-of-catalog nesting_abuse on response,response: [[{'depth': ['dry-run-broker-adapter']}]] is not of type 'string'
F4-fuzz-cross_splice-015,F4,response mismatch,fuzz,static,,schema_validation,True,response.reconciliation,out-of-catalog cross_splice on response,response: '2026-07-03T09:05:00Z' is not of type 'object'
F4-fuzz-free_text_tamper-016,F4,response mismatch,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F4-fuzz-retype_field-017,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter_mode,out-of-catalog retype_field on response,response: None is not of type 'string'
F4-fuzz-nesting_abuse-018,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog nesting_abuse on response,response: [[{'depth': [False]}]] is not of type 'boolean'
F4-fuzz-boundary_numeric-019,F4,response mismatch,fuzz,static,,schema_validation,True,response.responses,out-of-catalog boundary_numeric on response,response: 1e+308 is not of type 'array'
F4-fuzz-boundary_numeric-020,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog boundary_numeric on response,response: 0 is not of type 'boolean'
F4-fuzz-nesting_abuse-021,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter_mode,out-of-catalog nesting_abuse on response,response: [[{'depth': ['dry_run']}]] is not of type 'string'
F4-fuzz-cross_splice-022,F4,response mismatch,fuzz,static,,schema_validation,True,response.account_mode,out-of-catalog cross_splice on response,"response: '2026-07-02T09:05:00Z' is not one of ['none', 'paper', 'live']"
F4-fuzz-free_text_tamper-023,F4,response mismatch,fuzz,static,,escape,False,runbook.safety_note,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F4-fuzz-boundary_numeric-024,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter_mode,out-of-catalog boundary_numeric on response,"response: 'Infinity' is not one of ['offline_export', 'dry_run', 'paper_sandbox', 'live_human_approved']"
F4-fuzz-retype_field-025,F4,response mismatch,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog retype_field on response,response: 'string-instead' is not of type 'boolean'
F4-fuzz-unknown_field-026,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_615,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_615' was unexpected)
F4-fuzz-boundary_numeric-027,F4,response mismatch,fuzz,static,,schema_validation,True,response.responses,out-of-catalog boundary_numeric on response,response: 'NaN' is not of type 'array'
F4-fuzz-cross_splice-028,F4,response mismatch,fuzz,static,,cross_artifact_preflight,True,response.adapter,out-of-catalog cross_splice on response,response_artifact.adapter e1-operator does not match capability_manifest.adapter_id dry-run-broker-adapter
F4-fuzz-free_text_tamper-029,F4,response mismatch,fuzz,static,,escape,False,capability.adapter_name,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F4-fuzz-boundary_numeric-030,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter_mode,out-of-catalog boundary_numeric on response,response: -1 is not of type 'string'
F4-fuzz-boundary_numeric-031,F4,response mismatch,fuzz,static,,schema_validation,True,response.reconciliation,out-of-catalog boundary_numeric on response,response: -1 is not of type 'object'
F4-fuzz-unknown_field-032,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_636,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_636' was unexpected)
F4-fuzz-retype_field-033,F4,response mismatch,fuzz,static,,schema_validation,True,response.account_mode,out-of-catalog retype_field on response,response: 12345 is not of type 'string'
F4-fuzz-unknown_field-034,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_223,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_223' was unexpected)
F4-fuzz-retype_field-035,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter,out-of-catalog retype_field on response,"response: ['as', 'list'] is not of type 'string'"
F4-fuzz-delete_field-036,F4,response mismatch,fuzz,static,,schema_validation,True,response.account_mode,out-of-catalog delete_field on response,response: 'account_mode' is a required property
F4-fuzz-delete_field-037,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter,out-of-catalog delete_field on response,response: 'adapter' is a required property
F4-fuzz-retype_field-038,F4,response mismatch,fuzz,static,,schema_validation,True,response.responses,out-of-catalog retype_field on response,response: None is not of type 'array'
F4-fuzz-unknown_field-039,F4,response mismatch,fuzz,static,,schema_validation,True,response.injected_205,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_205' was unexpected)
F4-fuzz-cross_splice-040,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter_mode,out-of-catalog cross_splice on response,"response: 'e1tpl-approval-001' is not one of ['offline_export', 'dry_run', 'paper_sandbox', 'live_human_approved']"
F4-fuzz-retype_field-041,F4,response mismatch,fuzz,static,,schema_validation,True,response.adapter,out-of-catalog retype_field on response,response: {'as': 'object'} is not of type 'string'
F4-fuzz-delete_field-042,F4,response mismatch,fuzz,static,,schema_validation,True,response.responses,out-of-catalog delete_field on response,response: 'responses' is a required property
F4-fuzz-free_text_tamper-043,F4,response mismatch,fuzz,static,,escape,False,capability.safety_note,out-of-catalog free_text_tamper on response,passed all five layers and the sealed final gate
F5-approval-approved-at-naive,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.approved_at,approval.approved_at timestamp is naive,approval: '2026-07-02T09:05:00' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-approved-at-badoffset,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.approved_at,approval.approved_at timestamp is badoffset,approval: '2026-07-02T09:05:00+0500' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-approved-at-nonsense,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.approved_at,approval.approved_at timestamp is nonsense,approval: 'yesterday' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-approved-at-empty,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.approved_at,approval.approved_at timestamp is empty,approval: '' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-expires-at-naive,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.expires_at,approval.expires_at timestamp is naive,approval: '2026-07-02T09:05:00' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-expires-at-badoffset,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.expires_at,approval.expires_at timestamp is badoffset,approval: '2026-07-02T09:05:00+0500' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-expires-at-nonsense,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.expires_at,approval.expires_at timestamp is nonsense,approval: 'yesterday' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-approval-expires-at-empty,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.expires_at,approval.expires_at timestamp is empty,approval: '' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--submitted-at-naive,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].submitted_at,response.responses[0].submitted_at timestamp is naive,response: '2026-07-02T09:05:00' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--submitted-at-badoffset,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].submitted_at,response.responses[0].submitted_at timestamp is badoffset,response: '2026-07-02T09:05:00+0500' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--submitted-at-nonsense,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].submitted_at,response.responses[0].submitted_at timestamp is nonsense,response: 'yesterday' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--submitted-at-empty,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].submitted_at,response.responses[0].submitted_at timestamp is empty,response: '' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--broker-timestamp-naive,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].broker_timestamp,response.responses[0].broker_timestamp timestamp is naive,response: '2026-07-02T09:05:00' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--broker-timestamp-badoffset,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].broker_timestamp,response.responses[0].broker_timestamp timestamp is badoffset,response: '2026-07-02T09:05:00+0500' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--broker-timestamp-nonsense,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].broker_timestamp,response.responses[0].broker_timestamp timestamp is nonsense,response: 'yesterday' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-response-responses-0--broker-timestamp-empty,F5,clock & timestamp,directed,static,single_artifact_validator,schema_validation,True,response.responses[0].broker_timestamp,response.responses[0].broker_timestamp timestamp is empty,response: '' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-bundle-checked-at-drift,F5,clock & timestamp,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,bundle.approval_checked_at,bundle approval_checked_at disagrees with validation --now,approval_checked_at 2026-07-02T09:08:00Z does not match validation --now 2026-07-02T09:07:00Z
F5-runbook-command-now-drift,F5,clock & timestamp,directed,static,cross_artifact_preflight,cross_artifact_preflight,True,runbook.verification_commands,runbook final-gate command --now disagrees with the review time,operator_runbook_artifact verification command --now 2026-07-02T10:00:00Z does not match preflight approval_checked_at 2026-07-02T09:07:00Z
F5-runbook-command-now-invalid,F5,clock & timestamp,directed,static,single_artifact_validator,single_artifact_validator,True,runbook.verification_commands,runbook final-gate command --now is not an ISO timestamp,runbook: verification_commands validate-live-readiness --now value must be an ISO timestamp with timezone
F5-approval-expiry-far-future-naive,F5,clock & timestamp,directed,static,schema_validation,schema_validation,True,approval.expires_at,approval expires_at is far-future but timezone-naive,approval: '2027-01-01T00:00:00' does not match '^\\d{4}-\\d{2}-\\d{2}T\\d{2}:\\d{2}:\\d{2}(?:\\.\\d+)?(?:Z|[+-]\\d{2}:\\d{2})$'
F5-fuzz-cross_splice-000,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.approval_artifact,out-of-catalog cross_splice on bundle,bundle: ['limit'] is not of type 'string'
F5-fuzz-retype_field-001,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.live_submission,out-of-catalog retype_field on response,"response: ['as', 'list'] is not of type 'boolean'"
F5-fuzz-retype_field-002,F5,clock & timestamp,fuzz,static,,schema_validation,True,bundle.approval_checked_at,out-of-catalog retype_field on bundle,bundle: 12345 is not of type 'string'
F5-fuzz-free_text_tamper-003,F5,clock & timestamp,fuzz,static,,escape,False,runbook.safety_note,out-of-catalog free_text_tamper on approval,passed all five layers and the sealed final gate
F5-fuzz-free_text_tamper-004,F5,clock & timestamp,fuzz,static,,escape,False,approval.approval_reason,out-of-catalog free_text_tamper on approval,passed all five layers and the sealed final gate
F5-fuzz-unknown_field-005,F5,clock & timestamp,fuzz,static,,schema_validation,True,response.injected_154,out-of-catalog unknown_field on response,response: Additional properties are not allowed ('injected_154' was unexpected)
