mode,agent,provider,model,api_model,dose,seed,sample,step,prompt_sha256,response_sha256,cache_created_at_utc,collected_before_confirmatory_freeze
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,18,11f6655d98b647a84e6ebe477582a29c86ad6b841a38c54a01d5baa9b7db3ebd,564136ae9dcc60df0e437c48cd79616e1b34eec30b66b374585ebf1f9930af5a,2026-07-02T20:11:33Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,19,0ac5f4b801fa9f605e5f62fb4e8abec5e665c9d88c0b2db713c089d776727651,591ed82604e7b16ff03e534c3a6046520156d841da96a9feebd61304ec363704,2026-07-02T20:11:37Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,20,de5db9fc43ccc4883eb8c3d4093223a4f408b874a0ee7ba1a35e43fa4a243498,64063f243f0091ba29a809acacafe941552637e0ec5e9c38a9e2c9ad5c93c2e2,2026-07-02T20:11:44Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,21,d84e217927acdb042a8e318c3dfd77f7af18bef8a3b59af70f3ae9430ed22c85,1e07529987434e9ede03acf5708cce987b4a605a22f1e9d5a6d38c7735bc1c70,2026-07-02T20:11:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,22,cab31de9aeb7783ef67386f848a166b36531dd1defa8ec6a04e2963bf0f1706a,324e5afc07b7f804357a5b94e036e3eafa74e2bb1436d688af5c704cdfbb2ef2,2026-07-02T20:11:54Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,23,0d6a0b7af5e21b349ff675384287658419fb3d8c67869e82ac97c0011eb37e8e,f1dcafd6382ccfba7596a474e919e49f868932b143cdaccbff97e670c8c6b49d,2026-07-02T20:11:59Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,0,24,fbaeb4b4e3cc4f95761511dbcfdbcfe3d2568fe72527a41bc759252637aaced7,52906dd51561b023b193fa79d66dc64e7c2d78c0c6f309f18c8a90b6ce8f0894,2026-07-02T20:12:04Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,1,753f16a3d29aea963f77d2c8313b2ea73c335cfc19ad2247a72287f647f81d49,2a97f65c15c7686a888104347bcac4d65c728582f2ff3cded0cd81e9e7453761,2026-07-02T14:47:56Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,2,7afa9456a60940e52338bc3d167e8a619340e217d3385396ac5f51498d59635f,9fae2baf24433ff5e373bf996874aa6484e494f15c40280384160dc13a7c34eb,2026-07-02T20:12:09Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,3,91c8a03931369c4f5835b207870b82f06dc40d9019c22275ef1ec83bdd65cf17,4419c09f3c2bc9bf0534414b433c10cb7ea966db20fa9c9d5a2213ffa6798c23,2026-07-02T20:12:15Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,4,eb98962ff233bdfd52baf29342a179ea5d71da4b1353da11561de1fe35bb2abb,1f32d1a2bf843adb737c0cd182dec70f177c6aa96189e40258cc19d458f1f947,2026-07-02T20:12:20Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,5,ba032f910e13a16fe65f7d8f82b23a7099dbe373aee70671995df7a26fdac4be,b5936b4bec4fa6e52d013452bb40557e4a261419e9995ec0b75ec4a79f1ced63,2026-07-02T20:12:24Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,6,bc2905d18981a869ba073c51c182b3e39a55883391fb6efd7bd6850569cdb10c,7a828be9038597e06ac205f492d43657ca28f42945f35f0e72daf2026ac645a8,2026-07-02T20:12:28Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,7,4cc6d86fb0c30750563aa0bf4ae7c842de1a5e6a80c4ca63d963181848d799d1,22bfa3e4dca698460504e4afa9fa5e4df561e32b5ec97f9c220827e357ddc752,2026-07-02T20:12:34Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,8,ce39ab721e6de7d819ca08ca1fe0be2a3110c52b922b93f5a79553ebc9f010e3,0af4022445073b519e6731147f82b6d665a81e15243b61a43c2857a7a7bc76b8,2026-07-02T20:12:39Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,9,d77d6baebe4847fc85bdee5f4ceba3ef7c89e8250ab8779288f670b56b55eac2,ddceeba06091316e180e06829a1cfeacc578fe633c6d74588b3367b2779b5b22,2026-07-02T20:12:44Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,10,adef82c33f0029692d8e6d43ff1c2409f0aaa8f6383b6143fcde231b6e9b569d,1cc8d2b577f90518de6bc4c3d73cb6b1f2d9584ca23ded7a1b4c475a613c78d6,2026-07-02T20:12:47Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,11,7048b3d29323008b6740ad1aea8460a614b608b13b2575a4504b0e72a0f1ad1b,1772b618dfec4852693aa0eb10f3740d3c0328d75314a843c369e74bb0764c82,2026-07-02T20:12:51Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,12,cd518f94bd67f78ffd2dcb00c0732bc2bb4f0d59b6e03c62e1cb52b756dbc32f,d9877ea263b35cd674d5e41c4325fa24146288dbc50e061d3635f2d81e39e52e,2026-07-02T20:12:57Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,13,3f6557141aaa5703e190e0e2e0d7aca3149c9ef44f9c1f4c10f5f17200bb7d99,4410f7af014254cfb3c46d4a4c7853d2dc1e442ec6a0cc1add2d92eff0ff8009,2026-07-02T20:13:03Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,14,e8008d965ab1d4704f723ae549b21e45a48ebd49a767048ea24fd865c67ea367,d391a5b172c5e40fb9c69c9c22aee81041fa9211db42011c452d47741f505bdd,2026-07-02T20:13:07Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,15,a1b707c5191712f4c452d69415324cb5ce6ab38db97d48dd684aeabefe615582,18da0b59ea0aaa88b131826551103e21ce1259959068e3245c67084b7125053d,2026-07-02T20:13:11Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,16,57083052010242e6f44f44327b3c891527fb1a960a276a5e81924a5570540f8c,9a6628253556ba537c7e4f478302100bb303f1dcb7ea177d360ec0f3d3a68444,2026-07-02T20:13:15Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,17,3f39533cf2b081ea1b2612d8b645ff81250b13deb9771663e104c8f934069f14,3288d2f934427ca9a6c4e093ac46572ad1c530db7356d0bc0c7caa3b25f12f1e,2026-07-02T20:13:18Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,18,e0d950f7c1511840c5293ddbae6f5b4137ef84a505f197adae3fe4f63892bc86,263fb0f39192a7682eb704133bc727e328a7ea7f20e90b986c6bb70669fda673,2026-07-02T20:13:23Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,19,bbb8d2892ae537b35df852bc615887100a3b311ad09fdbe3194f0177a7bbf88a,6b91545c484855126917e95e2e5d46db2d34b2827ca29204b9e1b631b3295624,2026-07-02T20:13:27Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,20,63b76bfea955162adf93eb338903252aabcad500c8ee358a4dff201669c0dd91,db92205880289155885be9ebe260d409a0830cf450874a7e075321568233db5a,2026-07-02T20:13:33Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,21,bb0002004658c178c3387fee268270b94bbf3535ff8f5a37473ec951710b86e5,d91323aa2157d1bb1c990e73559a1ab7f7556be9362e1f4aa1289e6f6e53e231,2026-07-02T20:13:38Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,22,5d5c972f6c0f41f76418ec362b187792965e2672382b6658d4d9ba0895de637e,81a2c68ac6bf14911f4a61255bda5a87176f84a74b177391b720145871aa1b7d,2026-07-02T20:13:43Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,23,6b4c5c0a5b7fde9966c2c601d5b6cabd51dd2a0adf115dc708af438b16d6004c,2926b6151c3d3f7aa59d5eb9dbd54628296852590fc6deb889ec609bd8a5f951,2026-07-02T20:13:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,1,24,710a5583fb732d4f1a9dc2f9b441fd9b05c2bc9c386589a66496084b05853ada,acdfdbcd9d7c584197c94225c2a4f6b43142c8d7e71de7a059b5ab12ae11e630,2026-07-02T20:13:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,1,753f16a3d29aea963f77d2c8313b2ea73c335cfc19ad2247a72287f647f81d49,699b32b40d726a43c3ba1d71aad6cea1a19c70b7702b98c0a32717f51591a65c,2026-07-02T14:50:09Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,2,7afa9456a60940e52338bc3d167e8a619340e217d3385396ac5f51498d59635f,bc5984a4cd66aaf1b5a571a5ea5952d9fc2f5e848c6f547e51b1681c8369d344,2026-07-02T20:13:58Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,3,91c8a03931369c4f5835b207870b82f06dc40d9019c22275ef1ec83bdd65cf17,52e37d5db1342befa85fa3ee9a19efcb1bc80272c60f354436777581bab031ba,2026-07-02T20:14:04Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,4,eb98962ff233bdfd52baf29342a179ea5d71da4b1353da11561de1fe35bb2abb,f8a597210868d7b342bea6b35dd2ee3ded451d20d9934391524cd3259d3dc331,2026-07-02T20:14:08Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,5,ba032f910e13a16fe65f7d8f82b23a7099dbe373aee70671995df7a26fdac4be,52e8ad9d363cf9bbe4a9fd843025aee2b17865014a68b2b00d258b4ac78a7f01,2026-07-02T20:14:12Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,6,bc2905d18981a869ba073c51c182b3e39a55883391fb6efd7bd6850569cdb10c,98f8d5410f833f1406bf510f4f70fa4d549d72ff0a7a0b4532192c5da0879662,2026-07-02T20:14:16Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,7,4cc6d86fb0c30750563aa0bf4ae7c842de1a5e6a80c4ca63d963181848d799d1,0fd2a3465f571e2df538cc19406241248020003ca2229bde5d9d7056dc942e46,2026-07-02T20:14:21Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,8,ce39ab721e6de7d819ca08ca1fe0be2a3110c52b922b93f5a79553ebc9f010e3,ea3d742e1473e0858110dbb9ae61547eacc83986c431ed46bbc07547850ffb48,2026-07-02T20:14:26Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,9,d77d6baebe4847fc85bdee5f4ceba3ef7c89e8250ab8779288f670b56b55eac2,27281456e9ef887cf5a29b4ba0142834c5ba715a07087a84e56049b71d9aa802,2026-07-02T20:14:31Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,10,c73ad07dff82f8a79e569c7ccd3272028da0dbd25ea772c3a0afd0426232aada,a5858dc24a055d8da69d37bbeed35c251043da0a2a3debd07136f9add7ac263a,2026-07-02T20:14:35Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,11,7b6d98c9d92fd7a75f59fa463bd4b29f5ef70d009ee2bc88ff6864a85d353e96,ef5d3c35ac5551fe6238ae57f5b9e759f521432244e6620d647d76a60f407a5e,2026-07-02T20:14:39Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,12,0473e2ee282ebcfdecf8bfddb0792f8fa8393c66d1cfd60fb791dcc5916f648e,c1deb98d02031b4331ab3b2aea635355ad3adb88eec913054eee8df84d1d732a,2026-07-02T20:14:45Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,13,d10801de84daac67f9687f300f382566ed2702b08a30ec1e532063503a135d2a,50730a06aef2056fe4e00a2d64c35c07d4fc14b2d0ee09b7db803764dbead1c4,2026-07-02T20:14:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,14,07a7841093880c4c11e763b7cd27de6e171ce11a18f1be9158b8aad4e581688f,164c90c333b739001623f7923d9c484a60be7f39deb89ddcc61170004e17a9e0,2026-07-02T20:14:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,15,b772801ce2a6de1b94379e0f7be582cc5c8809514bf0d77e963b8950380a4ba6,0bc13fa50c5b344c22357ca32b7ccf161ae312a3492f119db94198fb3ff94855,2026-07-02T20:14:57Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,16,6149b28c20836a682e9bd641ae7b99b382d76c2ca88866fedcc9f9ccf4c4f54f,b6911ba756ecc1f2a981f48a3d205658dafad65896a061425ec5e3c9e13f9a01,2026-07-02T20:15:02Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,17,70d498833d229ad8fc01297668e99bdb7d656a858987331c588ee74c9d8b8cfb,b9e0ef451db1c6bb6bbca6fa0a4ca79fbea1a6c7b8530e9b23876249029192f1,2026-07-02T20:15:05Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,18,015220a76c8bd4963707d264ec3cf1c8c7508a2d1580d7d421e64c6cefde68c2,67640a5b792e1d258bab065642078cac2e339d48150f0e394cfa19625d54f4ce,2026-07-02T20:15:10Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,19,c314aa2f9f8a6bd81cc12436f37d0518b9bb17fb55160171d83a654459700f9f,3cedb2bd1c2a9b52dcf734b26a18b4aadad072bf596a1b937d990e735c9ac58f,2026-07-02T20:15:15Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,20,9beab67cbedcc0eab53b9e58a08890392ac98128a86f76655241d38500474325,6b0eb9f5a47daace2b7b0ffaa92b3bcde6ee2412851a544d6948924b6fcf9c34,2026-07-02T20:15:21Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,21,07d1fa0e2b4c7a8f2f045cad67e3aa0ec54cd653b20208bfbcad07d277fc306f,37955734b7c308701d7c9bf8c3a714cdbd24f7ffc8f8ed28c05ab2f255818dbf,2026-07-02T20:15:25Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,22,fc2f3504fdb47c368c31037c963272134998741a0251fba6bc1b7417402c5304,dd657b7a962448b78dee18269b01cb2a54916e5d0dfc1a9a8d29f194212740b1,2026-07-02T20:15:30Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,23,905b616b8771a1e9f6eabc0671c938974d5a11a75659334d17980c6933f9140f,c59563227af2091324d1eb92193a0be14e6b64eb48eab8ba3f7b6a84b6c685ed,2026-07-02T20:15:35Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,26,2,24,43257b3b750e9252be4a98c91f12b6e9584e886b5aa8d06d6a95c0401e131bf8,104c1be306d171205228c91c59255fd883e81a8bf166dabe42b887b586d3afdb,2026-07-02T20:15:39Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,1,899a143487198b91550b23f2a01036becc95bf2d0ac13e7a428faa4c4a0182cf,3700a4376a6035e427e53d42353a39244c56d49611324171e0e66323c5f1a7fb,2026-07-02T14:52:20Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,2,61bbb7bdd62d2a0316960340c7f87923bd0d3d6c876c28be1ced4e393b030a73,2cd1190522bedf83ebd8ecbd2f7f10112dab8c246d55d5ddd073a713b16b84ad,2026-07-02T20:15:44Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,3,eeaae76920621052141050b225fb6fc5dd646b6031b4322dde965d488c98f6d4,47669b2fd66ea87f08977fe01e8cfdc6c973a11ea5b473df334d3eb7bd54d9f8,2026-07-02T20:15:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,4,5a3848a9dfbdb44d66a3675fd1f586519684329232e5c87155d4ece0731f25aa,1c408bd9919606ba2b910a0bd566bfcd8374fadbb2435c94ac90ecb00eb8f426,2026-07-02T20:15:54Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,5,57f3cab6c91dbb74dc113f6a134d6b58d6bce74d64aedc2df16813adae02c7c5,5f3a8b2f68e55ae8503e96c44c04be9988cce586dd93674d4a1797d054803086,2026-07-02T20:15:58Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,6,528fb9392b6d08a03b7ea23f3533c16c3825fdceeeb39a1486f4cf30b47e5c2a,673c9815efaee7331eae3e7f2ff2601694d1d29cf2ed11b4ef7d63d65e00993a,2026-07-02T20:16:02Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,7,6d6cf8f4d98b087569a4dfeaacdafcfd8308d99ef737f384b411edefbef03403,2c0e75e7631e76e0a66d15a6c8a733c13df7f08a82385b52259662e7d230bbbd,2026-07-02T20:16:06Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,8,d1ad80e55677cd8dfec6dfc0c1b801b37cf3ec02d6cf8f476856f86276157273,c92836ab360eb95a2d3408701faa6c21191bf7536346630ba6fddddaa47f35fc,2026-07-02T20:16:10Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,9,1558caf99e934605f44894ebc9d07fb1f2cb8d51e7b532748043c8bf56f113bc,60b011a135b3925352f3fb45f638ee05af73c73421bd5d4107cbf7686bfb324f,2026-07-02T20:16:14Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,10,1991a188a8a5bf2aa661170caa3b0179fc0e78227ae287e65382e59d15d14678,c10a292b21744946684581c074051342836eb3d04c2de708c3740f29637c918f,2026-07-02T20:16:19Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,11,612e41a7162150b4a236e0c7562e356e6652368157b6b1c47ed186baf1396ae6,bf9d5b8225a8a5ae4d580e511aed9824b8b7715d10c2cce289fb3bbfda9f03c9,2026-07-02T20:16:23Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,12,c7a5adad26aad4f4fb557107366f35ffc1938e1c018cb4a3cf24d82d1a7444c0,ae499bd20da54c5b7abfe69d6513bda1d8225460243291fc8e5309b595c97224,2026-07-02T20:16:28Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,13,b6f27aef08603cba8fc3ebac07a1721eb321360ac3ef68e730a4e6041eb765e2,c0404237b9e5d3c51597a7d137094be4fb78d746492774d63b62cb6a1e739f55,2026-07-02T20:16:32Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,14,0d7d4906fecc702c72da58b081e742dbc53862a891e956a68bd27a392c684c4a,2d6bfcc35f4c7871c68c990eb594477f5755b64474486a423ef9fb9674fd6edc,2026-07-02T20:16:39Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,15,831c584b59fa80742ec2ac7dd8d51514312be46fccb3532eb827f0a15e4c9bff,27d0d93a961450d54d3677b6635b4ebf3e498802b054d5fceb9e37aa972a1e69,2026-07-02T20:16:43Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,16,6aa166e86af696a195b3bed8f94289f2ef456c87552641e97519c65cfa841443,3da74b487cd363534e145d26d08b5bea572eabd034c54d73a4fbc9a7d873d6f8,2026-07-02T20:16:48Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,17,ce9bf06fb6df0b27ae8e52b064ebc0d275b2cde7bc31f186b46059dd0858fabd,2de8270bedf1b9a35ba6e9368dc9fb71fb8a2ef14c3319576351e2af30cf05d6,2026-07-02T20:16:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,18,cefd8d88977e7dc869228c3229852a0631743983a8ccaf82cc969fe5aa286633,a1d026cc1d6e5558518a5dd4698914edb7dce79eb1d69f184c12075c21b2e554,2026-07-02T20:16:58Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,19,ccecde0c8a106222b5a7530a20f1225d09ddc4ab0e3305955ff89cc5b5a07273,856834c46021a1668174ba976912622b4740e0c006179c7b7855259cce9b4cc7,2026-07-02T20:17:02Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,20,a253aecd2fd7510f3b997a065fb83c64e7d3bb96d50b5faeda2c1e64a15a51ad,e7f4a7d0c498fb6a0ef7b0fdac8215eda7a75c768463677d0f45afba0729fa06,2026-07-02T20:17:07Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,21,b3f680681eddd9e85067a303235fdd75af534165b125a60bb5342f1ea78ea82d,0627f89b9bc0a57ae2ba47941a3778266f9c9436c9f16ce4b5570ac8809d6c23,2026-07-02T20:17:12Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,22,ffcf56500b9a224c4e35e1684fed01b073ed10701272f7364b8b579d4362937f,7226b6d371920965560487a1b6111d9323dc0bc2f8be00ce7a030b68e1349495,2026-07-02T20:17:16Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,23,9fd9195e87aaa0db047cce343fd202a9873741a224860fb466a589103cc74e31,a533141ccecc2a8ea31fbb2fc4c4077511da5664ed0d7339698b1a856b6b729e,2026-07-02T20:17:21Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,0,24,ac7175d01e846ab07a2ac7b519a582e0eb3f0d422ada69aaf5670cd4998fc02b,27b8dd4da4008860d9f272af9d38be39aedab285b578f47e65e01a41d9663da5,2026-07-02T20:17:26Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,1,899a143487198b91550b23f2a01036becc95bf2d0ac13e7a428faa4c4a0182cf,20ec56d3264be93ad101ea1c95b9b79ecbfaa38302c13b0558f3918110749198,2026-07-02T14:54:27Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,2,61bbb7bdd62d2a0316960340c7f87923bd0d3d6c876c28be1ced4e393b030a73,1f82f82e8dffd906ddfac1b3bc36179878350a5dea145e17385880fffc54c989,2026-07-02T20:17:30Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,3,eeaae76920621052141050b225fb6fc5dd646b6031b4322dde965d488c98f6d4,1ea1744269d2cdf27b3f1030dadc7b6d236accdc6e53ba8ac09fbe6443ff715e,2026-07-02T20:17:35Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,4,5a3848a9dfbdb44d66a3675fd1f586519684329232e5c87155d4ece0731f25aa,43f10d524d07536bed361ece31c0177f7da0054286f5d2e409bbcfa47b28e681,2026-07-02T20:17:41Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,5,869407f1ca0d2dd0a9065cc00172a1195226e0706b24a5e00c8975495c0595ee,3ea24b1476621e7abd13b8f627c2e37776c6b5c559f6c3e8586e5c449a69beb4,2026-07-02T20:17:46Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,6,581b627635f0bc0e57bc6ab62ee125c9406ac3e59d420862a72667925b5d14e8,072f5f1d8a8dd1b42134a56ab2631699942a8b3e1f551756bd289230ebc529c4,2026-07-02T20:17:49Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,7,73d76dc48a53dacacb5e46349fb9be728456cab373c223e083b608e5bfc4b4c9,bf0a0b297d0eee7f4c32d4b4e939dd202cf4315efd9aa2aa20f46a65d210e8b8,2026-07-02T20:17:53Z,True
instructed,deepseek:deepseek-v4-pro,deepseek,deepseek-v4-pro,deepseek-v4-pro,0.0,27,1,8,fd1382e1dadfea75208483bcd5d387e9bba89277d6569e426b5bfb898781a46c,0009bc9f3095f689ecb0ff44861a15c638e340088bba83b8772e852bb6701c45,2026-07-02T20:17:58Z,True
