protocol_id,base_key_sha256,provider,model_id,model_version_or_release,scenario_id,contamination_tier,seed,sample_index,first_prompt_equal,first_response_hash_equal,first_parsed_response_equal,first_parsed_response_divergence_step,full_response_path_equal,full_parsed_response_path_equal
trellm-v0.3-protocol,sha256:419eb52982d2ce911e9d4bb7748e60bb80e9983f251790108d886ff9ebb0f828,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,41,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:41a7744926ee019a9809e6b636b30eb2e538d433398322090bb429e1a6c64b8a,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,43,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:41f9eb8cbb7f354bc6a001c5f4b193af6cf38d89b699a618000fad3d150992bc,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,37,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:424e075b96d28893d8a90a0e39501fb9310d088ee96fe6c0c8c4efb39a77b5cc,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,2,True,False,True,-1,False,True
trellm-v0.3-protocol,sha256:4297963bf03974c831f280f20ecd1d1bcb960b5969484985aae5fed650a09016,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,47,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:42c984c524207fb405aa0236602fc2e04c381e5ae14c73ef62ddd22e2d430b3f,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,31,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:42e64bcc024b5183186a88b80753d8cb0eca30d31fa79ed052dc51c27bd22968,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,17,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:432061a4438061c6f8b85d40e6e1d8362875a5e90c4a71dc0a376858fdca1f6e,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,41,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:43649115a8d9fa3c46c199ef71dbf77720e6dfa158be6e570ccfcf37a9026384,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,37,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:43eedebcdde9a5db35a712338bda6685da4fc4ed122e8e5477b5779c4e5f87ef,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,17,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:44b82107e3be109c7d72ca42c19b8caca49a14d8f5c3114d5aaaf28cd09aec10,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,47,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:44cade884bf22e6f894e6cafd24b84260e1e6612e50a19ee95aef294c2e7d298,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:44db39cf39c4a39530f24e005889432d30fda5a5fbffbe1ecd196f71f855861f,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,7,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:45e77f32495b397b814059818536020de6d39b03d4f1fc4490a8ba43a4b77a5c,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,47,0,True,True,True,6,False,False
trellm-v0.3-protocol,sha256:473116611bc51a0b32cae74c94e61a9f6a9be57f5aa1194da3c4fd295087c52c,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,11,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:47d6ad3132281eec04dc7778cbf59322f1ce9570dec8e53786827d0cd9ea3f29,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,41,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:48499e94a7810eac635353d84ead59d9abafd4e355a2e4ea6f0bdcac17b0acb4,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,47,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:495c5b9cb542ed2eac6ec57b55a4ee780eee7aa08ec8ecd0d4c68cec2d64da94,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,41,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:4982f2db76959d4b5e36878a2f652a98ffad6304f263d68a7c795d4f2b811e5c,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,41,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:4a1d6180ad674d2df7f6bd9b186ebaab8439fb14e92fe204a5013c4725561c13,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,47,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:4d0480328b3e77c55493ae1f216936ef99cf17042587cd53dada907a4244fdbd,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,37,0,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:4d6fc463af064a47d0f8420fe448ba1ca774de0dc228423a128df3fdace672b1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,37,2,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:4daaa96b0e445ffe7bceb4e7bfd9ba71342851880af18f906cdb0317402ed6b2,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,11,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:4dbf4230e8273d82af4992d939bc5663e9f65646ff3a61d17828d85f14a3a7b5,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,47,1,True,False,True,3,False,False
trellm-v0.3-protocol,sha256:4f7605b16a28fad896957e481409925370caff32af14fed42c8a4a12023a51b8,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,31,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:4fb05ae26f4eb5b48ef9ee4d6d9309ed351d08d4fa8d3fd4e9567fd501e72925,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:4fee2e6d5b6d62a7ace6692b98b9b19218f790f4f87598b1ab2f109dc108e0fe,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:50966e95c44ee190a4fd4889f58da88329985b81d174b1aca126ab5eefb0060b,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5119a1266f0719464ff5787b70c824c7e8f3c80680bb5883ae60d236d6916f54,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:51fad867708a2fb3addc971e143193779d3a50851897c1e295489d1fc46a0cec,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,47,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:52099d5afb37ac87df086eb6057e8d0580279b2f62be11bd79ec06426333698c,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,31,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:52f859e889f042c3b100f7f4ef1d4fa8ab237bb7f04849b228130e3ab7feba94,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,0,True,True,True,-1,True,True
trellm-v0.3-protocol,sha256:53041623f9e594e31691983fcdc29534a11fdd43a0a17082bc4016752eca6d3f,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,23,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:53547f0fc161bab748f84e65d0ddbe3efe1e5ff60f22e1f2ed56579bd3bd07ad,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,1,True,False,True,-1,False,True
trellm-v0.3-protocol,sha256:538c9c5945e9570cf940876c0c4d892e00ffe8ba1c6524e7705c8324015c6eaa,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:54d5e6c6aa3667b028d10d4a4bb4e607355127f4019e0b4d330a52794c54522f,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:54f96ed6696a9844faace708885859c5cfe0cfd5fdff66c1f628ed42d27941ff,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,37,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:55505a76dccfd3a76cbabcfc8b3039203b4534a7b269a7a534268affae1c1c37,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,47,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5631c48fd78197db815775adc84df57793caf1609fce0f83b1009a314322c767,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:579a114da99c28391406e3759a871bcdecc292ad8b36401229d3254d1024a76d,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:57cb92a6eba43f8c2656c6abe9dd718123bdffc1b1a0798b11c8ab5c98479332,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:57ed662e1c29133a8118750ea73fcfb851b06fd72129a30496ade4391f79f0e3,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,23,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:57fb9f044281193d92844fa99e534225bc71f708039d5c9e63bac9190158b965,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,31,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:58814460c90d1ce69cb17d56b8843521482a9681d6496f459689b21f2b4a3953,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,23,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5902cd3c247e2a54e646bf6f2846aeaeca2f2c04cabf5acb7963bf93b49bd769,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,53,1,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:592e77842186b90c00b678576e58e0ab24e63962c6114c50a056728dc20f8dfe,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,11,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:5944b4deca843128a9c20cb0a5cb2f612c950f5912a0eb7126b12f864cddfbfd,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5a7966adc4a517e5d0eb710173b128f31927d986f5445402f0b19b7ee9645ac0,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,17,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5b5c9073a99bcbf7463a8a2c1d612ba231d0c444d9d97ffbb22261dcc9c77b4d,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:5cdeb87cfa1f034a87458e4be305f51656ba4e2f3ed723ef045b4d4a340081cb,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,43,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:5cf7d7c38d96958b1aeb5d11372d36ebfc52d3d18267f6fe25fcec5aaea06aa8,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,17,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5d37ede6800e7f1c3ad559030dfdb34fbb18d2185b3f063f7ca2ed129987ad5b,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,17,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:5d53020db0e4363cc6379596e82706859fccec11fe8e64992435e19bf0ffa271,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,43,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:5e8e1960eda8474978bf360c4accad66dd2fbf1da1b2864ee453c02a62e417bb,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,47,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:5ebbf9ebd25ac8d5e2f13922b19f3d505d7b4e3240df1538040c5427f8460713,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:5eddc3d8bb295910871fb1cce952e6e6c9cbbfaa7df6d64cf2fcd844d7b5addc,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,2,True,True,True,-1,True,True
trellm-v0.3-protocol,sha256:5f2730f1c4b219df39865bbe7780907396829b4b26eb1a2c889cd77b0c7d7a21,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,41,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:60093823a0d369fe830f13c4683b2d0c7f2c3eff4ee8abdf62809e139ce7639d,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:61350f13ba1ab58be14aeadee3b9161ff80603fb00bfdc374302846a89bec7d6,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,47,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:61f6a133e4cf7c6986b3ce557a9d04379d6d13c36517015ff66fce005909e736,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,2,True,False,True,-1,False,True
trellm-v0.3-protocol,sha256:629d40d2d61055b9303b31bd2c2c84987cc7f2ae88e20a0d7c49dab60db94b3e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,41,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:629da8adffe2d4bbbcb439dea809ca42f50ec4e3eb80771b8a1ec0068caed672,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,31,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:62b0765b4e13db1a552b566dacf9b8ebbcffa5df501021da8d01aacdb614105e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,37,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:630e2f3d65515b27c689e8c8f0927ebda04a62270785f40fc568e73742dbf992,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:6368d4ab44ece3aa15dbab9ae9e1eea023127248afb71aefe7c7322f9fb59bc1,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,23,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:646455d72a75d41e5c05bfdce01363dcd8c4f297c2af7ae90340ebc78c67cb99,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,43,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:65c7cdfc730f6359dcfda9a6fef7bc3a1108f642aac0b52149ee788a75602e56,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,53,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6646c151c6ff4b98b774d3df3d8391ac3e95d19cc7b7116175bd1e1b494fe99f,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:671063337e5504254a3b40ee72750a7dd14f09cb27973ad445fa5b9d36f88af1,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,11,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:672c6e321465d9ee475dd34b279a90b1315094b9318ec995688827c42b29ef6f,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,43,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:674e4ee281e9eae44145a99e54380da417bfd464f3983b87ca30c649dfdf5243,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,47,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6848fe12202208f3f76d2c5915c91832cae2c7c8b8ac4dd14362ca59cdf10b84,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,31,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:68823a125f277fd40603caea8fb266231d032c09062e58e9a97cf06c65793bd6,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,43,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:6945b2bbeb71b982638b4771574f99a84c195536308959bdc5e7d606e92f118c,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,43,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:69fab1c54ab312fce65fe9bef58e16fc243cf45a52d57d4b6a30b71204ced6ed,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6ab1148f13232e875be001a4f5c7d1ed9449b4ba7df17854cdeef357a11fe6a5,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,11,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6accc953504a9333ce460a59ced260f9299f9ba4cf2014116db7ab10937d6927,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,53,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6af2fe3a153de04a9e8d03de1067d7917f7a66b0f91cecdd7fb1c085697e267b,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:6bcf7107b5ff3b4d4e0668c3f03dae8cdeff8d23c1d3b39698510cf9cdd58ef2,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,37,2,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:6c5271eaa4237e2d84823133baa3f4188091aa9762e97a6f19380064556af085,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,53,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:6d222265439f62ed92b66ede29a91149910c90a380eb3303f01d8eefcd4b262c,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,47,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:6d34688809f47dc709df793a48cda14caaf11a49a0952d21e4daae0b2cc9f9f9,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6ed553faa7fafad2b673c5f41d7c0498f2d2157753ab7d4c75a6802ce34e5b1f,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,2,True,True,True,2,False,False
trellm-v0.3-protocol,sha256:6f06ab8911640955c72e3d5c48c4124f458ea46135838a769e75b60f19a35a39,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6f138470ea53430e48a588844a3c3595132b9f83840728504c194e4d7e9dfd10,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6f455ee7c0a2c9bbf7ef632d3e2f9c0ee741ef390567f110cbbfbec8b54b9b6a,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,37,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6f6c1152f318243c3fed8f23eeea84256dedf492bd0223f10fc9c89147adc01f,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,17,1,True,True,True,2,False,False
trellm-v0.3-protocol,sha256:6fb1585946c05fcc43a6c67020cbabe2c68fd4ac45705934180e5f2ca2139db8,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,7,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:6fc3c8a15b26f3691b6335e06e5b246bd635f40213dc93e30f2f17e92c5ae3b1,glm,glm-5.2,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,53,1,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:713f867d69defe0c2b0e30ed610ac224cd6157ff5a2ee0d791dad95d1268225c,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,23,0,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:7153ca521c7d96c2fc195c24f9ef30706899ccdfc3825bd2a21751a8823fa3a0,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,43,2,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:7178988a5d4ad3b80b233e9dda54ae35325896a5a6a79534b0a4ff9485f9ab7e,glm,glm-5.2,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,37,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:726042d4a9cd941174e3da9fa781aebd5ac421b8b9a4e38327e81bfbc58f95d2,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,7,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:72f9a70ef526713b9bc6e89e4ae4590b0284d99ea8c6f7a8723a4dc7d9043596,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,31,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:7369dcafbbb559ffcabec6aaa4d155f952f25dd4be9dd66e7347fce52d2e0035,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,43,1,True,False,True,1,False,False
trellm-v0.3-protocol,sha256:74bc52e4125552c4c200825308e164049fa931de0f97f19e301134adefb8fec0,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,7,2,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:76d3ab53f05060f025328059f799f26feb5d1e0a32f9e80d29957d7a624a1d4a,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,17,0,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:770885f233ba51e0a987626774907462c0c7de731f74f7b0637ed16685191c59,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,11,1,True,True,True,4,False,False
trellm-v0.3-protocol,sha256:77e36a11a2c52d79ea8be09434cc22c670f7471d9dd5b1effbc1cd0e433a5c65,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,53,0,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:780a14edc2cd9ce3d9354c296e5c4ff078bb20e5f3564bc60f17ecaeb81db686,glm,glm-5,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,41,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:789a7ff94257ade994ac5fe2847d9a9ee7744251f83280d60554d2195eefd2b3,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_high_volatility_c0_v0_3,C0,31,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:78a35f99258e1d9c9786f5ac908f9c2bd55d53a3aa6edeecd64b8de0e827af6f,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,11,2,True,True,True,-1,True,True
trellm-v0.3-protocol,sha256:78c2c3338436df119acf850e54297c69913f3784082ced53d0e723d8539468b9,glm,glm-5-turbo,api-pinned-2026-07-06,synthetic_jump_tail_c0_v0_3,C0,11,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:799463eeb06e9c2c9fc8f8c3497496b1ff55fd3d86e75a4d39cee5dd216acd8a,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,43,1,True,True,True,-1,False,True
trellm-v0.3-protocol,sha256:7a02bd7af56788755f7d880732d8e3060b24da43d23caa6d3dea92b3000d68d5,glm,glm-5,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,17,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:7acbf65df5c199ad795a354b9b8168ae013d2bf2d498df80c5c48ada7fb94cce,deepseek,deepseek-v4-pro,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,17,1,True,False,True,-1,False,True
trellm-v0.3-protocol,sha256:7b29e709b1b8033002718ef94daf14380b17ec0e68b564ba78d776a239e91597,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,53,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:7b5ba8d3aaa1fc6338dea3930fc24ec949abc2f4038128eaa1203e36535e0451,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_high_volatility_c0_v0_3,C0,41,1,True,True,True,1,False,False
trellm-v0.3-protocol,sha256:7bda4447a531582ef009cd4230cef20bda09af6c0104ed804123e03d07562fa7,glm,glm-5,api-pinned-2026-07-02,synthetic_jump_tail_c0_v0_3,C0,43,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:7bf10344683cb06ebc1f2103e88a474c1be1e520f881c57378b5c112a4a4b0d4,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,53,2,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:7deb114242b26b8954fda414a4c8804fad661b2af4da7a8b84aea4559ab98c72,glm,glm-5.2,api-pinned-2026-07-06,synthetic_calm_trend_c0_v0_3,C0,23,1,True,False,False,0,False,False
trellm-v0.3-protocol,sha256:7dfce76704c0f73c98f0d87080d3f611318cfbdd39373af1d12d69e7acd00704,deepseek,deepseek-v4-flash,api-pinned-2026-07-02,synthetic_calm_trend_c0_v0_3,C0,53,0,True,False,False,0,False,False
