entry_id,scenario_id,agent_type,provider,model_family,prompt_mode,risk_feedback_mode,evidence_tags,claim_class,evidence_tier,claim_scope,parse_coverage,model_redacted,data_source,frequency,symbols,total_return,max_drawdown,fill_rate,rejected_orders,risk_edits,audit_coverage,reproducibility_hash,reproducibility_status,redaction_status,source_file
ta-fd3ab766cf8e,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:fd3ab766cf8e028e48f327c867424833d5ea8ea4495792aaeed1fc14504f6840,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_always_hold__seed_65.json
ta-29d627fb2020,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:29d627fb2020db782d17a8b72728cb7b536d7aaec3951ab7eea2fd528a4c82f3,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_always_hold__seed_69.json
ta-828ff0cc0185,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:828ff0cc0185c46011bae40b05f4a04308f48947dc1ed65b4c1f00bbd2b7194e,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_always_hold__seed_75.json
ta-0803defa1f4e,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:0803defa1f4e25532c5a2f98205b31e04b125ae71dde35ae00a9414c490a2fa5,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_always_hold__seed_81.json
ta-a6890d44909f,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:a6890d44909ff2ab39ad4feab7b6d74a399ba3d3fd0bc3e6411f484f1debe541,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_always_hold__seed_89.json
ta-a59a34b1b3ff,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.019712078721168425,-0.010992481763758666,0.21428571428571427,3,0,1.0,sha256:a59a34b1b3ff18154a2c6c49f38542fa96371037902e9ed3b3f37da0fb53b4f1,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_random__seed_65.json
ta-210515aca353,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0033069864105768065,-0.003914409851032752,0.1875,5,0,1.0,sha256:210515aca353d3f076f5f624fd3b72458a1a61feb8c80ec065f1e5c8210f4ac2,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_random__seed_69.json
ta-181d6d3404bd,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.020251005847438774,-0.03459088806653532,0.25,4,0,1.0,sha256:181d6d3404bd3b031d693be4c4d564239c07c7ce33c384d942aad4dca6bcc09f,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_random__seed_75.json
ta-012721f5cc0f,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.04751807345339354,-0.003328734489197127,0.1875,5,0,1.0,sha256:012721f5cc0f604897f2e1fcd19669ec09cc92cdd03e8f594541667c844c6f19,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_random__seed_81.json
ta-381c3fa51ad8,leaderboard_llm_latency_spike_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.007008492925911547,-0.007008492925911547,0.3333333333333333,2,0,1.0,sha256:381c3fa51ad8829c0fe4ae0171dabec4cec1e8c514a09622e74e5997028e5385,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__baseline_random__seed_89.json
ta-ea537e97eec9,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.2727272727272727,1,9,1.0,sha256:ea537e97eec939685beeb77cb4beed02341db376e53bc5254c6e562d2e104c08,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__deepseek_deepseek_v4_flash.json
ta-c1a0fb026bdd,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.2727272727272727,1,9,1.0,sha256:c1a0fb026bddee5eabc86cdf6201a1d7b40a5053949c59784d4eeb5736834250,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__deepseek_deepseek_v4_pro.json
ta-88f9614808b5,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.2727272727272727,1,9,1.0,sha256:88f9614808b564cf60fedd3fbca8d5d913a86c46ec07bf82220d8b12ade92cfa,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__poe_claude_opus_4_7.json
ta-6dc1d83bcc76,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.03290557483821965,-0.009126731449652481,0.23076923076923078,3,13,1.0,sha256:6dc1d83bcc76a051907218994fb623e1d7286df8fa8664adbf1b3b03ae86020d,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__poe_gemini_3_1_pro.json
ta-6dd5c84b9142,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,0.875,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.3,0,9,1.0,sha256:6dd5c84b914274571c34c5e89aca8e0a42baa7664f188959d7590e18f53bd8c2,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__poe_glm_5.json
ta-fb175dbf03cc,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.2727272727272727,1,9,1.0,sha256:fb175dbf03cc28342ba82a2296241ae915c6b0db752137ebd9a4d62ecf4c509e,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__poe_gpt_5_5.json
ta-d83fec4e3980,leaderboard_llm_latency_spike_synthetic_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.0010006922786887085,-0.01326271723652983,0.2727272727272727,1,9,1.0,sha256:d83fec4e3980482715bfe34d19b3765b66206a7df8d12e01d2a4db9b646d3d67,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/latency_spike__poe_kimi_k2_5.json
ta-9910a6a580f0,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:9910a6a580f0e7ce7e0368e0551094e77b900e94a6c32c12ba3051ce4e781336,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_always_hold__seed_41.json
ta-0a0d435433d7,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:0a0d435433d7c7222d0c1b81e55a7d795d593b8ae4c9440236abf1a5ea5ddac0,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_always_hold__seed_45.json
ta-5a12ea693cfd,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:5a12ea693cfdac56ae45404dfc240283b9e2eb357d46f03c8d93b09fea96885c,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_always_hold__seed_51.json
ta-1df45ac7fc12,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:1df45ac7fc129370790b2124042d2d7dbe942e5743f919421b25a019cb48bcce,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_always_hold__seed_57.json
ta-1b934080b980,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:1b934080b980734cfeb56fb6b0b9e976349f8a15db837bffc9d0db0923034e4c,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_always_hold__seed_65.json
ta-8786d22669aa,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.009373420711710878,-0.016527338195478802,0.8125,1,0,1.0,sha256:8786d22669aa0e92d16c586e0c8c53a270d1452558760ec308e950b2e2f1c3d5,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_random__seed_41.json
ta-3281dbcfb47a,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.057426268902998734,-0.005681619672119553,0.8125,1,0,1.0,sha256:3281dbcfb47a6966a3391c0c8217b40c45fa6bbef6402d3fb2523628fe133b52,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_random__seed_45.json
ta-20120db93e7e,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.030357862688837,-0.008818344701494452,0.8666666666666667,0,0,1.0,sha256:20120db93e7eaf4b8c37432dd83f066a7a0faae26cd5a1056fdf234daec5eda2,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_random__seed_51.json
ta-57c175c1aafa,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.0012192846339352803,-0.014058658977125993,0.8571428571428571,0,0,1.0,sha256:57c175c1aafaa5ef18ff230882abbd605fdac07847bce2743d0cd5f7d75541d3,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_random__seed_57.json
ta-f6a55649e5f6,leaderboard_llm_liquidity_collapse_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.029742581526559286,-0.00902929962287502,0.7333333333333333,2,0,1.0,sha256:f6a55649e5f6e1952ced589b86e5d0c1bd2297df9e08c9e2a4acdc9936ae38a4,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__baseline_random__seed_65.json
ta-9700e6062d4b,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.04416006916041204,-0.0011713690842416469,0.8,0,9,1.0,sha256:9700e6062d4b474e4b75a15f58f01608084464508abbbef9807375942083fba8,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__deepseek_deepseek_v4_flash.json
ta-16ce8dd0a233,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.023637194586975108,-0.016678732212523473,0.625,1,6,1.0,sha256:16ce8dd0a233d319fc3984a13e6024c0692cacccbf4e02ef3d2c110f14433b2b,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__deepseek_deepseek_v4_pro.json
ta-46b6ba61345a,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.04416006916041204,-0.0011713690842416469,0.8,0,8,1.0,sha256:46b6ba61345a587cc724ae55207f6383643577acbbb56e73071282f13397a8b7,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__poe_claude_opus_4_7.json
ta-21b67d022098,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.020867624635534376,-0.01022505326272638,0.7692307692307693,1,10,1.0,sha256:21b67d022098b525010682bb7d25854f52b01f1d163c5aceb2a2158fdbbf65ab,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__poe_gemini_3_1_pro.json
ta-5d82e02acbd9,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.014962797065820821,-0.0372052787526056,0.8461538461538461,0,11,1.0,sha256:5d82e02acbd9a164b94d14fb5a7ae3a6a67832a73427ba58375ba3ab0c4a4b7f,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__poe_glm_5.json
ta-a4b7fa9d47d2,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.04416006916041204,-0.0011713690842416469,0.8,0,9,1.0,sha256:a4b7fa9d47d238c7729587ceed72dc28d8571a39170d90adff58a1719a347316,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__poe_gpt_5_5.json
ta-4a456013198b,leaderboard_llm_liquidity_collapse_synthetic_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.04416006916041204,-0.0011713690842416469,0.8,0,9,1.0,sha256:4a456013198b2779569bf94b150144f3b0dcc4c21e1cf60e68a74e86d68224d6,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/liquidity_collapse__poe_kimi_k2_5.json
ta-f6d12eaf7bc6,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:f6d12eaf7bc644ea3465f144c226ea058f478e474156958d1a06b71bd2d66306,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_always_hold__seed_53.json
ta-ea8e3471713c,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:ea8e3471713cc1a994a25dae87a051f02009de413656bc3aaa79b9310a524cb6,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_always_hold__seed_57.json
ta-90ffb0a33779,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:90ffb0a33779be056115d57464bbf2bd2ddd4ab194ae7539f29f0d51ceda030b,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_always_hold__seed_63.json
ta-e0bc6cfad842,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:e0bc6cfad842b84395e7dedd18938b4773af9e744be27619734fb5eaad0eaf73,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_always_hold__seed_69.json
ta-1aa1a999eea5,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.0,0.0,0.0,0,0,1.0,sha256:1aa1a999eea5f773a61eef4bd39c025650098c473622665e493b2d4c2fdc764b,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_always_hold__seed_77.json
ta-41b6d20be85b,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.0007107580610568043,-0.03919855744781997,0.75,2,0,1.0,sha256:41b6d20be85b2c237ec9b8140eb59df1e79479ffe5eaf947bc1160e3edb8bd10,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_random__seed_53.json
ta-63351965b1cf,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.010828212595973996,-0.013703204292481952,0.8571428571428571,0,0,1.0,sha256:63351965b1cfdb1786964410601ab87fd75fa45a24c052117eb114baf04a6f76,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_random__seed_57.json
ta-218ecb3bb308,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,-0.026294916958730208,-0.04576832298067035,0.875,0,0,1.0,sha256:218ecb3bb308847c7680e38f60e7ab0de292e523d451a2d9344eafeb6f29aba6,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_random__seed_63.json
ta-6ecc04dbeac2,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.014068962157788967,-0.012184219274175234,0.875,0,0,1.0,sha256:6ecc04dbeac2b366fcea8e6dac63f9945fd036f43c3a50480d44fc3d707bd7bd,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_random__seed_69.json
ta-e0cc2136ae91,leaderboard_llm_spread_explosion_synthetic_v0_1,control_policy,baseline,random,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,synthetic-market,daily,2,0.013659345768162634,-0.017696045913057734,0.75,2,0,1.0,sha256:e0cc2136ae9183ca6dbb4ae277854071b92dd7522f56fd417477156f818c1afe,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__baseline_random__seed_77.json
ta-3f07c8ab9963,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-flash,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,-0.015538595632362151,-0.042385397460331986,0.7692307692307693,1,9,1.0,sha256:3f07c8ab996333cd2453f3b7b2db76cb42e52d9a6894de08f6cfdb3ed5dfbe53,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__deepseek_deepseek_v4_flash.json
ta-e51d439c3fb3,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,deepseek,deepseek-v4-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,0.004837979222670485,-0.020633570209063867,0.8333333333333334,1,4,1.0,sha256:e51d439c3fb379a071bbd1e72982a586c39a415d220585bbacf51c14148b6beb,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__deepseek_deepseek_v4_pro.json
ta-fe1be1a36c38,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,poe,claude-opus-4.7,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,-0.015538595632362151,-0.042385397460331986,0.7692307692307693,1,9,1.0,sha256:fe1be1a36c38fc5a4ca851b2db5ba2fe5a0b496a252fb068dfe642a357efd731,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__poe_claude_opus_4_7.json
ta-895143237d66,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,poe,gemini-3.1-pro,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,-0.00648672314110732,-0.033427247951419825,0.7857142857142857,1,9,1.0,sha256:895143237d66885366809bd9ad86995312a5c136e822965ac0cfe5ec35840663,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__poe_gemini_3_1_pro.json
ta-886315ca40c5,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,poe,glm-5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,0.875,False,synthetic-market,daily,2,-0.011567619901294623,-0.026946008515300268,0.75,1,8,1.0,sha256:886315ca40c5b3196fbfb1a906376a777bc3e70a63ffdb6f41bc6293efaeeefa,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__poe_glm_5.json
ta-4cb4062b028a,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,poe,gpt-5.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,-0.015538595632362151,-0.042385397460331986,0.7692307692307693,1,9,1.0,sha256:4cb4062b028a14852be60cf99ba6665d6dd8405044ffceae7c5ea2e1b253bc80,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__poe_gpt_5_5.json
ta-0820021e1502,leaderboard_llm_spread_explosion_synthetic_v0_1,llm_policy,poe,kimi-k2.5,rationale,true,stress-only;cached-provider;redacted-prompt,benchmark,stress-benchmark,cached-provider reliability under stress-only execution,1.0,False,synthetic-market,daily,2,-0.0006997714470967642,-0.023337813269680985,0.75,1,8,1.0,sha256:0820021e150264610213f88640e10a0ab2519ea4914a62403aba3d2b341ff1c1,Reproducible,Redacted,examples/benchmark_submissions/model_matrix/spread_explosion__poe_kimi_k2_5.json
ta-f85e3b63f63c,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:f85e3b63f63cbce7b774bc6b780b1af15b5edf5d0ca93c3f6a25264e50b9c9ab,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_always_hold__seed_11.json
ta-14330dea416c,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:14330dea416c278668f1e7849a9fdbfeeb57db6f3f7d1ba51d2c1e3d88b8cf0a,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_always_hold__seed_17.json
ta-ed60bebc2bac,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:ed60bebc2bac4e1f1ea4b9e66ef561a009c46d57a1b154c1db3cfa08e6c40efb,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_always_hold__seed_23.json
ta-493b31723e1a,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,control_policy,baseline,always-hold,rationale,true,stress-only;deterministic-baseline,benchmark,stress-benchmark,deterministic baseline under stress-only execution,1.0,False,yahoo-finance-csv,weekly,3,0.0,0.0,0.0,0,0,1.0,sha256:493b31723e1aa3dcba513cf51cfd783c22aae061c622a34b572f305ab377f653,Reproducible,Redacted,examples/benchmark_submissions/real_market_matrix/rates_drawdown__baseline_always_hold__seed_31.json
